Country,Year,Happiness Rank,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Freedom,Trust (Government Corruption),Lower Confidence Interval,Upper Confidence Interval,Generosity,Dystopia Residual
Switzerland,2015,1,7.587,1.39651,0.94143,0.66557,0.41978,7.5201443999999995,7.5201443999999995,0.29678,2.51738
Iceland,2015,2,7.561,1.30232,0.94784,0.62877,0.14145,7.4652736,7.4652736,0.4363,2.70201
Denmark,2015,3,7.527,1.32548,0.87464,0.64938,0.48357,7.4617712,7.4617712,0.34139,2.49204
Norway,2015,4,7.522,1.459,0.88521,0.66973,0.36503,7.445952,7.445952,0.34699,2.46531
Canada,2015,5,7.427,1.32629,0.90563,0.63297,0.32957,7.3573612,7.3573612,0.45811,2.45176
Finland,2015,6,7.406,1.29025,0.88911,0.64169,0.41372,7.344456,7.344456,0.23351,2.61955
Netherlands,2015,7,7.378,1.32944,0.89284,0.61576,0.31814,7.3231396,7.3231396,0.4761,2.4657
Sweden,2015,8,7.364,1.33171,0.91087,0.6598,0.43844,7.3021228,7.3021228,0.36262,2.37119
New Zealand,2015,9,7.286,1.25018,0.90837,0.63938,0.42922,7.2199284,7.2199284,0.47501,2.26425
Australia,2015,10,7.284,1.33358,0.93156,0.65124,0.35637,7.2039732,7.2039732,0.43562,2.26646
Israel,2015,11,7.278,1.22857,0.91387,0.41319,0.07785,7.209987999999999,7.209987999999999,0.33172,3.08854
Costa Rica,2015,12,7.226,0.95578,0.86027,0.63376,0.10583,7.1387016,7.1387016,0.25497,3.17728
Austria,2015,13,7.2,1.33723,0.89042,0.62433,0.18676,7.1264804,7.1264804,0.33088,2.5332
Mexico,2015,14,7.187,1.02054,0.81444,0.48181,0.21312,7.1051504,7.1051504,0.14074,3.60214
United States,2015,15,7.119,1.39451,0.86179,0.54604,0.1589,7.0437556,7.0437556,0.40105,2.51011
Brazil,2015,16,6.983,0.98124,0.69702,0.49049,0.17521,6.9031104,6.9031104,0.14574,3.26001
Luxembourg,2015,17,6.946,1.56391,0.91894,0.61583,0.37798,6.8774196,6.8774196,0.28034,1.96961
Ireland,2015,18,6.94,1.33596,0.89533,0.61777,0.28703,6.867950400000001,6.867950400000001,0.45901,1.9757
Belgium,2015,19,6.937,1.30782,0.89667,0.5845,0.2254,6.866538,6.866538,0.2225,2.41484
United Arab Emirates,2015,20,6.901,1.42727,0.80925,0.64157,0.38583,6.8279116,6.8279116,0.26428,2.24743
United Kingdom,2015,21,6.867,1.26637,0.90943,0.59625,0.32067,6.8304264,6.8304264,0.51912,1.96994
Oman,2015,22,6.853,1.36011,0.76276,0.63274,0.32524,6.748434,6.748434,0.21542,2.47489
Venezuela,2015,23,6.81,1.04424,0.72052,0.42908,0.11069,6.683070399999999,6.683070399999999,0.05841,3.19131
Singapore,2015,24,6.798,1.52186,1.02525,0.54252,0.4921,6.723912,6.723912,0.31105,1.88501
Panama,2015,25,6.786,1.06353,0.79661,0.5421,0.0927,6.689763999999999,6.689763999999999,0.24434,2.84848
Germany,2015,26,6.75,1.32792,0.89186,0.61477,0.21843,6.7137792,6.7137792,0.28214,2.11569
Chile,2015,27,6.67,1.10715,0.85857,0.44132,0.12869,6.5563199999999995,6.5563199999999995,0.33363,2.67585
Qatar,2015,28,6.611,1.69042,0.79733,0.6404,0.52208,6.4883628,6.4883628,0.32573,1.55674
France,2015,29,6.575,1.27778,0.94579,0.55011,0.20646,6.5061648000000005,6.5061648000000005,0.12332,2.21126
Argentina,2015,30,6.574,1.05351,0.78723,0.44974,0.08484,6.4836048,6.4836048,0.11451,2.836
Czech Republic,2015,31,6.505,1.17898,0.84483,0.46364,0.02652,6.4233072,6.4233072,0.10686,2.67782
Uruguay,2015,32,6.485,1.06166,0.8116,0.60362,0.24558,6.3960356,6.3960356,0.2324,2.32142
Colombia,2015,33,6.477,0.91861,0.69077,0.53466,0.0512,6.3780004,6.3780004,0.18401,2.85737
Thailand,2015,34,6.455,0.9669,0.7385,0.55664,0.03187,6.3852828,6.3852828,0.5763,2.31945
Saudi Arabia,2015,35,6.411,1.39541,0.72025,0.31048,0.32524,6.320193199999999,6.320193199999999,0.13706,2.43872
Spain,2015,36,6.329,1.23011,0.95562,0.45951,0.06398,6.2610272,6.2610272,0.18227,2.12367
Malta,2015,37,6.302,1.2074,0.88721,0.60365,0.13586,6.219562399999999,6.219562399999999,0.51752,1.6488
Taiwan,2015,38,6.298,1.29098,0.8753,0.3974,0.08129,6.2221872000000005,6.2221872000000005,0.25376,2.32323
Kuwait,2015,39,6.295,1.55422,0.72492,0.55499,0.25609,6.2076624,6.2076624,0.16228,1.87634
Suriname,2015,40,6.269,0.99534,0.6082,0.59657,0.13633,6.076704400000001,6.076704400000001,0.16991,2.79094
Trinidad and Tobago,2015,41,6.168,1.21183,0.61483,0.55884,0.0114,5.954458,5.954458,0.31844,2.26882
El Salvador,2015,42,6.13,0.76454,0.67737,0.4035,0.11776,6.0198872,6.0198872,0.10692,3.035
Guatemala,2015,43,6.123,0.74553,0.64425,0.57733,0.09472,6.0206096,6.0206096,0.27489,2.74255
Uzbekistan,2015,44,6.003,0.63244,0.59772,0.65821,0.30826,5.9175244000000005,5.9175244000000005,0.22837,2.23741
Slovakia,2015,45,5.995,1.16891,0.78902,0.31751,0.03431,5.9113668,5.9113668,0.16893,2.24639
Japan,2015,46,5.987,1.27074,0.99111,0.49615,0.1806,5.9168124,5.9168124,0.10705,1.68435
South Korea,2015,47,5.984,1.24461,0.96538,0.33208,0.07857,5.9036792,5.9036792,0.18557,2.21978
Ecuador,2015,48,5.975,0.86402,0.79075,0.48574,0.1809,5.886251199999999,5.886251199999999,0.11541,2.53942
Bahrain,2015,49,5.96,1.32376,0.74716,0.45492,0.306,5.8539248,5.8539248,0.17362,1.73797
Italy,2015,50,5.948,1.25114,0.95446,0.26236,0.02901,5.8712856,5.8712856,0.22823,2.02518
Bolivia,2015,51,5.89,0.68133,0.5392,0.57414,0.088,5.7794168,5.7794168,0.20536,2.82334
Moldova,2015,52,5.889,0.59448,0.61826,0.32818,0.01615,5.8145396,5.8145396,0.20951,3.10712
Paraguay,2015,53,5.878,0.75985,0.66098,0.53899,0.08242,5.7885652,5.7885652,0.3424,2.18896
Kazakhstan,2015,54,5.855,1.12254,0.64368,0.51649,0.08454,5.7743656,5.7743656,0.11827,2.24729
Slovenia,2015,55,5.848,1.18498,0.87337,0.60855,0.03787,5.7646804,5.7646804,0.25328,1.61583
Lithuania,2015,56,5.833,1.14723,0.73128,0.21342,0.01031,5.7576772,5.7576772,0.02641,2.44649
Nicaragua,2015,57,5.828,0.59325,0.74314,0.55475,0.19317,5.7227284,5.7227284,0.27815,2.32407
Peru,2015,58,5.824,0.90019,0.73017,0.41496,0.05989,5.733546,5.733546,0.14982,2.5945
Belarus,2015,59,5.813,1.03192,0.73608,0.37938,0.1909,5.735815199999999,5.735815199999999,0.11046,2.1309
Poland,2015,60,5.791,1.12555,0.77903,0.53122,0.04212,5.7074452,5.7074452,0.16759,1.86565
Malaysia,2015,61,5.77,1.12486,0.72394,0.53024,0.10501,5.685131999999999,5.685131999999999,0.33075,1.88541
Croatia,2015,62,5.759,1.08254,0.78805,0.25883,0.0243,5.6728776000000005,5.6728776000000005,0.05444,2.75414
Libya,2015,63,5.754,1.13145,0.7038,0.41668,0.11023,5.6004928,5.6004928,0.18295,2.09066
Russia,2015,64,5.716,1.13764,0.66926,0.36679,0.03005,5.654554,5.654554,0.00199,2.27394
Jamaica,2015,65,5.709,0.81038,0.68741,0.50442,0.02299,5.440617199999999,5.440617199999999,0.2123,2.32038
North Cyprus,2015,66,5.695,1.20806,0.92356,0.49027,0.1428,5.584554000000001,5.584554000000001,0.26169,1.59888
Cyprus,2015,67,5.689,1.20813,0.92356,0.40672,0.06146,5.579632,5.579632,0.30638,1.88931
Algeria,2015,68,5.605,0.93929,0.61766,0.28579,0.17383,5.5050596,5.5050596,0.07822,2.43209
Kosovo,2015,69,5.589,0.80148,0.63132,0.24749,0.04741,5.490647200000001,5.490647200000001,0.2831,2.76579
Turkmenistan,2015,70,5.548,0.95847,0.53886,0.4761,0.30844,5.46617,5.46617,0.16979,1.86984
Mauritius,2015,71,5.477,1.00761,0.7095,0.56066,0.07521,5.3359388,5.3359388,0.37744,1.76145
Hong Kong,2015,72,5.474,1.38604,1.01328,0.59608,0.37124,5.3750004,5.3750004,0.39478,0.65429
Estonia,2015,73,5.429,1.15174,0.77361,0.44888,0.15184,5.3503452000000005,5.3503452000000005,0.0868,1.58782
Indonesia,2015,74,5.399,0.82827,0.63793,0.46611,0.0,5.3481184,5.3481184,0.51535,1.86399
Vietnam,2015,75,5.36,0.63216,0.74676,0.59444,0.10441,5.2991028,5.2991028,0.1686,2.20173
Turkey,2015,76,5.332,1.06098,0.73172,0.22815,0.15746,5.2562656,5.2562656,0.12253,2.08528
Kyrgyzstan,2015,77,5.286,0.47428,0.65088,0.43477,0.04232,5.2110692,5.2110692,0.3003,2.2327
Nigeria,2015,78,5.268,0.65435,0.16007,0.34334,0.0403,5.1858368,5.1858368,0.27233,2.89319
Bhutan,2015,79,5.253,0.77042,0.57407,0.53206,0.15445,5.18979,5.18979,0.47998,1.63794
Azerbaijan,2015,80,5.212,1.02389,0.64045,0.3703,0.16065,5.1460852,5.1460852,0.07799,2.00073
Pakistan,2015,81,5.194,0.59543,0.51466,0.12102,0.10464,5.1209704,5.1209704,0.33671,3.10709
Jordan,2015,82,5.192,0.90198,0.69639,0.40661,0.14293,5.1033296,5.1033296,0.11053,1.87996
Montenegro,2015,82,5.192,0.97438,0.72521,0.1826,0.14296,5.089394,5.089394,0.1614,2.10017
China,2015,84,5.14,0.89012,0.81658,0.51697,0.02781,5.0924895999999995,5.0924895999999995,0.08185,1.8604
Zambia,2015,85,5.129,0.47038,0.29924,0.48827,0.12468,4.992035199999999,4.992035199999999,0.19591,2.6343
